{'Device Status': 'Connected', 'Name': 'Gregory Callahan', 'User Name': 'craig15', 'MAC Address': '6f:19:66:ec:88:bb', 'IP Address': '73.205.105.74', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -45, 'Best RSSI (dBm)': -39, 'Uplink Data': 222888, 'Downlink Data': 678313, 'Avg. data rate': 531, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 15, 46, 28, 4485), 'First Detected At': datetime.datetime(2024, 2, 5, 1, 27, 38, 269590), 'Location': 'Dianaside', 'Sticky': True, 'Tag': 'city'}
{'Device Status': 'Connected', 'Name': 'Caleb Thompson', 'User Name': 'amyers', 'MAC Address': 'fe:84:e8:e9:35:9a', 'IP Address': '86.28.7.188', 'OS': 'macOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -100, 'Best RSSI (dBm)': -98, 'Uplink Data': 253882, 'Downlink Data': 521674, 'Avg. data rate': 794, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 23, 56, 23, 696111), 'First Detected At': datetime.datetime(2024, 1, 4, 21, 31, 11, 529779), 'Location': 'Port Erinfurt', 'Sticky': True, 'Tag': 'total'}
{'Device Status': 'Connected', 'Name': 'Geoffrey Gray', 'User Name': 'bowersandrew', 'MAC Address': '5c:5f:89:0c:29:fa', 'IP Address': '205.188.205.127', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -77, 'Best RSSI (dBm)': -68, 'Uplink Data': 590171, 'Downlink Data': 449402, 'Avg. data rate': 980, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 11, 28, 57, 339390), 'First Detected At': datetime.datetime(2024, 1, 23, 21, 10, 7, 655596), 'Location': 'Port Thomas', 'Sticky': False, 'Tag': 'speak'}
{'Device Status': 'Connected', 'Name': 'Stacy Jones', 'User Name': 'alexandersnow', 'MAC Address': '98:47:23:d6:e4:77', 'IP Address': '190.45.250.102', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -67, 'Best RSSI (dBm)': -44, 'Uplink Data': 545667, 'Downlink Data': 156252, 'Avg. data rate': 914, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 17, 22, 38, 4271), 'First Detected At': datetime.datetime(2024, 1, 14, 14, 47, 25, 711161), 'Location': 'Pachecostad', 'Sticky': True, 'Tag': 'case'}
{'Device Status': 'Connected', 'Name': 'Joseph Kidd', 'User Name': 'greg57', 'MAC Address': '42:7b:e4:b4:97:7b', 'IP Address': '117.161.178.95', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -75, 'Best RSSI (dBm)': -58, 'Uplink Data': 150770, 'Downlink Data': 337135, 'Avg. data rate': 424, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 13, 17, 14, 233176), 'First Detected At': datetime.datetime(2024, 1, 25, 3, 31, 54, 486387), 'Location': 'West Beverlyhaven', 'Sticky': False, 'Tag': 'enough'}
{'Device Status': 'Failed', 'Name': 'John Nguyen', 'User Name': 'hartcory', 'MAC Address': 'bb:9e:9c:78:be:02', 'IP Address': '199.241.2.35', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -88, 'Best RSSI (dBm)': -52, 'Uplink Data': 685927, 'Downlink Data': 813544, 'Avg. data rate': 258, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 3, 19, 2, 717486), 'First Detected At': datetime.datetime(2024, 1, 31, 10, 45, 34, 339382), 'Location': 'Martinezfurt', 'Sticky': False, 'Tag': 'five'}
{'Device Status': 'Failed', 'Name': 'Dr. Alyssa Cole', 'User Name': 'ljackson', 'MAC Address': '3f:8e:65:60:71:99', 'IP Address': '204.94.21.178', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -39, 'Best RSSI (dBm)': -59, 'Uplink Data': 138407, 'Downlink Data': 87134, 'Avg. data rate': 346, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 12, 51, 19, 392466), 'First Detected At': datetime.datetime(2024, 1, 27, 11, 56, 27, 336178), 'Location': 'Joelburgh', 'Sticky': False, 'Tag': 'security'}
{'Device Status': 'Failed', 'Name': 'Stephanie Lopez', 'User Name': 'jenniferprice', 'MAC Address': '1e:1e:4e:56:b6:06', 'IP Address': '3.147.29.1', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -92, 'Best RSSI (dBm)': -50, 'Uplink Data': 211855, 'Downlink Data': 419283, 'Avg. data rate': 846, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 13, 54, 59, 710594), 'First Detected At': datetime.datetime(2024, 1, 9, 20, 55, 3, 95584), 'Location': 'Jeremiahville', 'Sticky': False, 'Tag': 'ever'}
{'Device Status': 'Connected', 'Name': 'Jonathan Owens', 'User Name': 'mitchellpatricia', 'MAC Address': '1c:94:a1:4f:15:b2', 'IP Address': '124.163.66.251', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -80, 'Best RSSI (dBm)': -57, 'Uplink Data': 83353, 'Downlink Data': 533991, 'Avg. data rate': 451, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 3, 42, 59, 191361), 'First Detected At': datetime.datetime(2024, 1, 4, 20, 52, 59, 235708), 'Location': 'Bryantfort', 'Sticky': True, 'Tag': 'she'}
{'Device Status': 'Failed', 'Name': 'Richard Espinoza', 'User Name': 'cpeterson', 'MAC Address': '00:1b:ac:c9:4c:4d', 'IP Address': '170.1.19.20', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -47, 'Uplink Data': 430660, 'Downlink Data': 566160, 'Avg. data rate': 184, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 14, 4, 27, 93547), 'First Detected At': datetime.datetime(2024, 1, 6, 7, 4, 51, 335557), 'Location': 'Nelsonside', 'Sticky': False, 'Tag': 'build'}
{'Device Status': 'Failed', 'Name': 'Monique Lopez', 'User Name': 'chad36', 'MAC Address': '2b:3a:71:d1:f1:9b', 'IP Address': '88.120.98.56', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -84, 'Best RSSI (dBm)': -87, 'Uplink Data': 130193, 'Downlink Data': 897288, 'Avg. data rate': 979, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 5, 49, 33, 16792), 'First Detected At': datetime.datetime(2024, 1, 10, 8, 43, 20, 903953), 'Location': 'Jamesbury', 'Sticky': True, 'Tag': 'eight'}
{'Device Status': 'Failed', 'Name': 'Michael Jones', 'User Name': 'paulwolf', 'MAC Address': 'ee:ca:d5:c3:d8:e7', 'IP Address': '18.201.236.251', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -66, 'Best RSSI (dBm)': -62, 'Uplink Data': 661066, 'Downlink Data': 204999, 'Avg. data rate': 734, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 23, 3, 8, 573030), 'First Detected At': datetime.datetime(2024, 1, 31, 20, 31, 3, 289934), 'Location': 'Lewisstad', 'Sticky': True, 'Tag': 'program'}
{'Device Status': 'Failed', 'Name': 'Michael Stafford', 'User Name': 'hollyphillips', 'MAC Address': '3d:ca:f0:69:9b:96', 'IP Address': '209.200.136.124', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -84, 'Uplink Data': 195915, 'Downlink Data': 300278, 'Avg. data rate': 655, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 23, 32, 23, 546752), 'First Detected At': datetime.datetime(2024, 1, 3, 4, 9, 59, 873592), 'Location': 'North Jenniferland', 'Sticky': True, 'Tag': 'democratic'}
{'Device Status': 'Connected', 'Name': 'Cynthia Contreras', 'User Name': 'emily77', 'MAC Address': '6b:ef:0b:5a:76:7d', 'IP Address': '5.66.22.68', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -73, 'Best RSSI (dBm)': -45, 'Uplink Data': 409402, 'Downlink Data': 785533, 'Avg. data rate': 901, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 1, 41, 16, 469445), 'First Detected At': datetime.datetime(2024, 1, 8, 8, 52, 17, 97302), 'Location': 'New Justin', 'Sticky': False, 'Tag': 'way'}
{'Device Status': 'Failed', 'Name': 'April Macdonald', 'User Name': 'kathycardenas', 'MAC Address': '66:c3:66:95:e4:71', 'IP Address': '4.105.244.220', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -55, 'Best RSSI (dBm)': -57, 'Uplink Data': 826568, 'Downlink Data': 153196, 'Avg. data rate': 243, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 3, 41, 50, 568193), 'First Detected At': datetime.datetime(2024, 2, 4, 1, 35, 6, 740499), 'Location': 'Patriciaview', 'Sticky': False, 'Tag': 'with'}
{'Device Status': 'Connected', 'Name': 'Christopher Hernandez', 'User Name': 'christopherolson', 'MAC Address': '2b:86:a9:ea:82:d7', 'IP Address': '170.43.10.190', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -98, 'Best RSSI (dBm)': -63, 'Uplink Data': 757424, 'Downlink Data': 181221, 'Avg. data rate': 321, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 8, 11, 0, 188099), 'First Detected At': datetime.datetime(2024, 1, 23, 22, 53, 45, 587559), 'Location': 'Kimberlyshire', 'Sticky': False, 'Tag': 'process'}
{'Device Status': 'Connected', 'Name': 'David Welch', 'User Name': 'pwashington', 'MAC Address': '0d:ad:50:f1:00:51', 'IP Address': '21.246.131.151', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -47, 'Best RSSI (dBm)': -94, 'Uplink Data': 812485, 'Downlink Data': 939854, 'Avg. data rate': 417, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 5, 57, 58, 274580), 'First Detected At': datetime.datetime(2024, 1, 25, 17, 56, 26, 16420), 'Location': 'West Melanie', 'Sticky': True, 'Tag': 'act'}
{'Device Status': 'Connected', 'Name': 'Ernest Franklin', 'User Name': 'powellandrew', 'MAC Address': 'c5:6d:77:73:96:5f', 'IP Address': '60.39.25.156', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -99, 'Best RSSI (dBm)': -79, 'Uplink Data': 258824, 'Downlink Data': 831204, 'Avg. data rate': 859, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 2, 42, 32, 542497), 'First Detected At': datetime.datetime(2024, 1, 13, 13, 55, 17, 282544), 'Location': 'New Beverlyburgh', 'Sticky': False, 'Tag': 'try'}
{'Device Status': 'Connected', 'Name': 'John Johnson DDS', 'User Name': 'markvasquez', 'MAC Address': 'a4:01:65:5d:ab:e4', 'IP Address': '145.221.242.226', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -33, 'Best RSSI (dBm)': -51, 'Uplink Data': 879792, 'Downlink Data': 262340, 'Avg. data rate': 820, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 13, 25, 0, 528613), 'First Detected At': datetime.datetime(2024, 1, 2, 17, 23, 50, 648082), 'Location': 'Lake Laurenstad', 'Sticky': False, 'Tag': 'technology'}
{'Device Status': 'Failed', 'Name': 'Jeffrey Hawkins', 'User Name': 'zachary42', 'MAC Address': '1d:0d:01:cc:0b:0b', 'IP Address': '136.185.209.118', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -47, 'Uplink Data': 20904, 'Downlink Data': 334750, 'Avg. data rate': 588, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 4, 30, 52, 981491), 'First Detected At': datetime.datetime(2024, 1, 15, 9, 17, 38, 108215), 'Location': 'North Carol', 'Sticky': True, 'Tag': 'gas'}
{'Device Status': 'Connected', 'Name': 'Amber Smith', 'User Name': 'akelly', 'MAC Address': '3b:7b:30:5c:93:20', 'IP Address': '197.17.55.156', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -43, 'Best RSSI (dBm)': -52, 'Uplink Data': 513905, 'Downlink Data': 135930, 'Avg. data rate': 913, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 5, 55, 59, 687117), 'First Detected At': datetime.datetime(2024, 1, 12, 23, 33, 35, 220831), 'Location': 'Ashleychester', 'Sticky': False, 'Tag': 'various'}
{'Device Status': 'Connected', 'Name': 'Robert Jones', 'User Name': 'zhobbs', 'MAC Address': '89:9d:d2:08:c0:67', 'IP Address': '101.65.19.213', 'OS': 'iOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -91, 'Best RSSI (dBm)': -71, 'Uplink Data': 152524, 'Downlink Data': 558961, 'Avg. data rate': 32, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 4, 1, 28, 655966), 'First Detected At': datetime.datetime(2024, 1, 7, 9, 36, 37, 270126), 'Location': 'New Kaitlyn', 'Sticky': True, 'Tag': 'leg'}
{'Device Status': 'Connected', 'Name': 'Brent Meadows', 'User Name': 'wolfmichael', 'MAC Address': 'bf:f9:5e:4b:19:02', 'IP Address': '107.179.207.91', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -93, 'Best RSSI (dBm)': -96, 'Uplink Data': 544918, 'Downlink Data': 955014, 'Avg. data rate': 765, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 12, 43, 21, 344354), 'First Detected At': datetime.datetime(2024, 1, 1, 19, 9, 49, 636362), 'Location': 'East Tina', 'Sticky': True, 'Tag': 'picture'}
{'Device Status': 'Connected', 'Name': 'Jordan Thomas', 'User Name': 'aprilbrooks', 'MAC Address': '2e:e5:ed:73:b4:f0', 'IP Address': '184.74.226.22', 'OS': 'macOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -85, 'Best RSSI (dBm)': -51, 'Uplink Data': 165444, 'Downlink Data': 892041, 'Avg. data rate': 64, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 14, 48, 28, 836110), 'First Detected At': datetime.datetime(2024, 1, 7, 4, 49, 27, 584543), 'Location': 'North Christopher', 'Sticky': False, 'Tag': 'onto'}
{'Device Status': 'Connected', 'Name': 'Heather Peterson', 'User Name': 'kellycaroline', 'MAC Address': 'e2:d0:49:b0:11:5f', 'IP Address': '75.191.200.4', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -93, 'Best RSSI (dBm)': -43, 'Uplink Data': 856497, 'Downlink Data': 644241, 'Avg. data rate': 533, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 16, 28, 34, 187016), 'First Detected At': datetime.datetime(2024, 1, 29, 8, 56, 10, 269118), 'Location': 'Bartlettburgh', 'Sticky': False, 'Tag': 'staff'}
{'Device Status': 'Connected', 'Name': 'Joel Scott', 'User Name': 'maureenhicks', 'MAC Address': '92:aa:33:8f:f7:17', 'IP Address': '172.195.231.167', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -32, 'Best RSSI (dBm)': -73, 'Uplink Data': 604712, 'Downlink Data': 111184, 'Avg. data rate': 535, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 9, 25, 41, 403658), 'First Detected At': datetime.datetime(2024, 1, 18, 14, 16, 39, 925034), 'Location': 'East Jeffery', 'Sticky': False, 'Tag': 'great'}
{'Device Status': 'Failed', 'Name': 'Kevin Strong', 'User Name': 'amanda74', 'MAC Address': '41:22:d9:19:58:15', 'IP Address': '184.2.2.23', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -60, 'Best RSSI (dBm)': -93, 'Uplink Data': 794966, 'Downlink Data': 345830, 'Avg. data rate': 353, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 0, 1, 18, 702858), 'First Detected At': datetime.datetime(2024, 1, 24, 10, 17, 32, 629518), 'Location': 'Jamiemouth', 'Sticky': True, 'Tag': 'place'}
{'Device Status': 'Failed', 'Name': 'John Smith', 'User Name': 'gregory59', 'MAC Address': '71:7b:47:28:59:2f', 'IP Address': '55.203.220.13', 'OS': 'Linux', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -40, 'Uplink Data': 913101, 'Downlink Data': 543699, 'Avg. data rate': 245, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 23, 17, 42, 741451), 'First Detected At': datetime.datetime(2024, 2, 4, 2, 35, 37, 956303), 'Location': 'Reneemouth', 'Sticky': True, 'Tag': 'beyond'}
{'Device Status': 'Connected', 'Name': 'Brett Wheeler', 'User Name': 'christophermartinez', 'MAC Address': '05:3f:97:76:64:ab', 'IP Address': '12.145.231.236', 'OS': 'Windows', 'Associated Access Point': 'AP2', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -41, 'Best RSSI (dBm)': -38, 'Uplink Data': 82867, 'Downlink Data': 238240, 'Avg. data rate': 148, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 14, 43, 16, 102957), 'First Detected At': datetime.datetime(2024, 1, 10, 12, 57, 26, 615494), 'Location': 'South Gabrielle', 'Sticky': True, 'Tag': 'effect'}
{'Device Status': 'Failed', 'Name': 'Barbara Jones', 'User Name': 'xpage', 'MAC Address': 'af:22:51:89:06:33', 'IP Address': '218.190.232.188', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -61, 'Best RSSI (dBm)': -70, 'Uplink Data': 697355, 'Downlink Data': 616377, 'Avg. data rate': 1000, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 0, 29, 35, 507209), 'First Detected At': datetime.datetime(2024, 1, 25, 0, 4, 55, 180091), 'Location': 'Jeremyport', 'Sticky': True, 'Tag': 'compare'}
{'Device Status': 'Connected', 'Name': 'Denise Ellis', 'User Name': 'hooversara', 'MAC Address': 'fb:63:dc:f0:f6:09', 'IP Address': '120.201.70.252', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -97, 'Best RSSI (dBm)': -63, 'Uplink Data': 915485, 'Downlink Data': 744590, 'Avg. data rate': 341, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 5, 56, 52, 618314), 'First Detected At': datetime.datetime(2024, 1, 28, 2, 40, 37, 325992), 'Location': 'Olivermouth', 'Sticky': True, 'Tag': 'purpose'}
{'Device Status': 'Failed', 'Name': 'Jeanette Lyons', 'User Name': 'sheenawilkinson', 'MAC Address': '18:76:e9:26:94:1b', 'IP Address': '51.95.176.125', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -90, 'Best RSSI (dBm)': -32, 'Uplink Data': 540294, 'Downlink Data': 728815, 'Avg. data rate': 455, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 1, 44, 9, 149624), 'First Detected At': datetime.datetime(2024, 1, 2, 13, 5, 24, 249334), 'Location': 'New Jeffery', 'Sticky': True, 'Tag': 'have'}
{'Device Status': 'Failed', 'Name': 'Courtney Black', 'User Name': 'paulnorris', 'MAC Address': '36:68:b1:8b:b2:62', 'IP Address': '1.32.223.199', 'OS': 'iOS', 'Associated Access Point': 'AP2', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -64, 'Best RSSI (dBm)': -46, 'Uplink Data': 344244, 'Downlink Data': 290995, 'Avg. data rate': 734, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 11, 36, 30, 32338), 'First Detected At': datetime.datetime(2024, 1, 6, 14, 36, 49, 17288), 'Location': 'Sharpfurt', 'Sticky': True, 'Tag': 'once'}
{'Device Status': 'Connected', 'Name': 'Brandi Malone', 'User Name': 'timothypollard', 'MAC Address': 'a7:ce:c3:7b:af:ed', 'IP Address': '137.118.53.14', 'OS': 'macOS', 'Associated Access Point': 'AP3', 'Associated SSID': 'OfficeWiFi', 'RSSI (dBm)': -39, 'Best RSSI (dBm)': -44, 'Uplink Data': 248472, 'Downlink Data': 95029, 'Avg. data rate': 669, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 5, 17, 45, 7, 244929), 'First Detected At': datetime.datetime(2024, 1, 30, 3, 57, 44, 905661), 'Location': 'Parkermouth', 'Sticky': False, 'Tag': 'really'}
{'Device Status': 'Failed', 'Name': 'Christopher Patel', 'User Name': 'gregory95', 'MAC Address': '0d:55:b1:c1:66:1f', 'IP Address': '123.30.106.40', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -54, 'Best RSSI (dBm)': -58, 'Uplink Data': 687300, 'Downlink Data': 316643, 'Avg. data rate': 446, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 2, 1, 6, 664001), 'First Detected At': datetime.datetime(2024, 1, 5, 20, 9, 19, 466006), 'Location': 'Turnertown', 'Sticky': False, 'Tag': 'life'}
{'Device Status': 'Failed', 'Name': 'Mark Andrews', 'User Name': 'pwaller', 'MAC Address': '5a:14:af:a1:ec:52', 'IP Address': '62.141.88.16', 'OS': 'Linux', 'Associated Access Point': 'AP2', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -91, 'Uplink Data': 690225, 'Downlink Data': 704553, 'Avg. data rate': 629, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 3, 6, 39, 38, 88514), 'First Detected At': datetime.datetime(2024, 1, 12, 8, 4, 53, 751432), 'Location': 'East Jacob', 'Sticky': True, 'Tag': 'hotel'}
{'Device Status': 'Connected', 'Name': 'Daniel Castro', 'User Name': 'sarahjimenez', 'MAC Address': '86:51:c7:eb:3a:c2', 'IP Address': '43.209.92.16', 'OS': 'Windows', 'Associated Access Point': 'AP3', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -97, 'Best RSSI (dBm)': -45, 'Uplink Data': 157358, 'Downlink Data': 497539, 'Avg. data rate': 132, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 7, 11, 18, 19, 425067), 'First Detected At': datetime.datetime(2024, 1, 17, 11, 33, 9, 858237), 'Location': 'Tranberg', 'Sticky': False, 'Tag': 'goal'}
{'Device Status': 'Connected', 'Name': 'Alicia Fisher', 'User Name': 'vshepard', 'MAC Address': 'd1:df:b4:eb:f6:7c', 'IP Address': '10.205.25.36', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -34, 'Best RSSI (dBm)': -66, 'Uplink Data': 116823, 'Downlink Data': 51342, 'Avg. data rate': 170, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 4, 16, 8, 39, 668995), 'First Detected At': datetime.datetime(2024, 2, 1, 21, 32, 59, 957676), 'Location': 'Port Wandafurt', 'Sticky': False, 'Tag': 'power'}
{'Device Status': 'Connected', 'Name': 'Daniel Page', 'User Name': 'charlesrobinson', 'MAC Address': '64:99:9f:29:8c:ea', 'IP Address': '18.227.33.111', 'OS': 'Android', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -96, 'Best RSSI (dBm)': -67, 'Uplink Data': 896456, 'Downlink Data': 697322, 'Avg. data rate': 835, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 1, 45, 56, 251635), 'First Detected At': datetime.datetime(2024, 1, 31, 1, 59, 40, 91216), 'Location': 'North Natalie', 'Sticky': False, 'Tag': 'everybody'}
{'Device Status': 'Connected', 'Name': 'Jessica Simmons', 'User Name': 'tiffany43', 'MAC Address': '0a:96:eb:72:87:94', 'IP Address': '178.158.94.2', 'OS': 'iOS', 'Associated Access Point': 'AP1', 'Associated SSID': 'PublicHotspot', 'RSSI (dBm)': -41, 'Best RSSI (dBm)': -40, 'Uplink Data': 123525, 'Downlink Data': 174337, 'Avg. data rate': 894, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 18, 16, 23, 353949), 'First Detected At': datetime.datetime(2024, 1, 7, 16, 3, 57, 794873), 'Location': 'Lake Tracychester', 'Sticky': False, 'Tag': 'physical'}
{'Device Status': 'Connected', 'Name': 'Mary Lopez', 'User Name': 'dylan96', 'MAC Address': '14:f3:0d:88:0d:fb', 'IP Address': '56.251.236.144', 'OS': 'Android', 'Associated Access Point': 'AP3', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -40, 'Best RSSI (dBm)': -77, 'Uplink Data': 185899, 'Downlink Data': 186903, 'Avg. data rate': 865, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 2, 9, 29, 30, 602177), 'First Detected At': datetime.datetime(2024, 1, 22, 3, 54, 55, 97078), 'Location': 'Port Rebecca', 'Sticky': True, 'Tag': 'style'}
{'Device Status': 'Connected', 'Name': 'Mitchell Barajas', 'User Name': 'jean18', 'MAC Address': '7d:23:ed:43:73:e8', 'IP Address': '124.39.30.68', 'OS': 'Windows', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -43, 'Best RSSI (dBm)': -80, 'Uplink Data': 534846, 'Downlink Data': 380897, 'Avg. data rate': 947, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 6, 22, 20, 56, 361512), 'First Detected At': datetime.datetime(2024, 1, 1, 19, 43, 45, 911635), 'Location': 'Sanchezborough', 'Sticky': False, 'Tag': 'guy'}
{'Device Status': 'Failed', 'Name': 'Beth Hernandez', 'User Name': 'samantharodriguez', 'MAC Address': 'c7:47:31:78:01:99', 'IP Address': '175.12.213.131', 'OS': 'Linux', 'Associated Access Point': 'AP1', 'Associated SSID': 'HomeNetwork', 'RSSI (dBm)': -83, 'Best RSSI (dBm)': -61, 'Uplink Data': 254300, 'Downlink Data': 740874, 'Avg. data rate': 852, 'Connected / Disconnected Since': datetime.datetime(2024, 2, 1, 16, 14, 12, 320715), 'First Detected At': datetime.datetime(2024, 1, 22, 4, 9, 29, 199722), 'Location': 'Maryburgh', 'Sticky': True, 'Tag': 'finally'}
